677535	b677	{'paper': 10, 'rock': 50}	yq847
449641	w415	{'paper': 34, 'rock': 36}	oy747
832101	b261	{'rock': 17}	fp058
941693	e359	{'scissor': 15, 'rock': 3}	xh081
154406	x597	{'paper': 18}	cz735
682153	j907	{'scissor': 22, 'paper': 38, 'rock': 33}	ec420
391259	o146	{'scissor': 30, 'paper': 32}	lh332
493751	w865	{'scissor': 32, 'paper': 21}	xm759
488223	k372	{'scissor': 7, 'paper': 45, 'rock': 23}	dg835
690604	q580	{'scissor': 40, 'rock': 30}	kb215
641849	s417	{'scissor': 3, 'rock': 20}	ob258
829554	p412	{'rock': 11}	qa882
219862	z169	{'paper': 41, 'rock': 20}	gq698
874936	x238	{'scissor': 44}	ak745
501199	m469	{'scissor': 1, 'paper': 24}	le443
326008	h798	{'scissor': 25}	is542
139424	d953	{'scissor': 16, 'paper': 25, 'rock': 32}	sb894
760037	p842	{'paper': 45, 'rock': 37}	cx354
584583	j356	{'scissor': 17, 'rock': 13}	fk141
676297	o201	{'paper': 42, 'rock': 2}	yl833
332066	d888	{'paper': 22, 'rock': 41}	jn913
174145	l693	{'rock': 44}	bq422
774552	m357	{'rock': 7}	wk824
288599	a839	{'scissor': 5}	cp882
051176	j655	{'scissor': 42, 'rock': 35}	dj258
067771	w108	{'scissor': 28}	gu069
439810	c387	{'scissor': 42}	nz615
876612	c979	{'scissor': 20, 'paper': 5, 'rock': 20}	ej327
039910	q034	{'rock': 13}	vr914
617896	f783	{'scissor': 14, 'paper': 22, 'rock': 29}	if867
980567	s176	{'paper': 17}	go023
801932	a030	{'scissor': 11, 'paper': 11, 'rock': 8}	wv425
378949	c287	{'scissor': 6, 'paper': 46, 'rock': 31}	ry452
359440	y112	{'scissor': 4, 'paper': 41, 'rock': 15}	ht985
216504	i191	{'paper': 30, 'rock': 43}	mq248
045238	g730	{'paper': 32, 'rock': 38}	dg739
397616	m414	{'scissor': 50, 'paper': 6, 'rock': 49}	ix658
728562	g006	{'paper': 47}	il121
003061	v551	{'scissor': 37, 'rock': 15}	xv305
740468	p738	{'scissor': 38, 'paper': 28, 'rock': 15}	um425
974237	z049	{'paper': 38}	na170
093703	z690	{'paper': 18}	jw955
672468	g695	{'scissor': 17}	xk892
615403	t486	{'scissor': 29, 'paper': 9, 'rock': 40}	pc854
704710	u550	{'scissor': 29}	xd830
144365	e412	{'scissor': 17, 'paper': 23, 'rock': 29}	dj258
399253	e415	{'paper': 5}	mp754
645285	h886	{'paper': 9, 'rock': 7}	wk581
963105	m356	{'scissor': 2}	qx596
373849	x955	{'scissor': 23}	zk254
895620	t806	{'scissor': 7}	cd937
853702	m105	{'paper': 16}	nv848
170445	b924	{'scissor': 49, 'paper': 46, 'rock': 18}	qw926
050743	z460	{'scissor': 13, 'rock': 35}	as138
579302	x454	{'paper': 35, 'rock': 49}	xv662
117482	o544	{'paper': 1, 'rock': 33}	nj967
903227	e568	{'scissor': 29, 'rock': 11}	nb569
055103	w909	{'scissor': 3, 'rock': 1}	fz981
298547	i432	{'scissor': 33}	qp899
583929	i903	{'rock': 9}	wn254
753971	d363	{'rock': 37}	cu002
070597	f135	{'scissor': 49, 'paper': 49}	gs794
045685	l494	{'scissor': 44, 'rock': 4}	gh972
752712	z217	{'scissor': 42}	si749
836608	d888	{'scissor': 33}	es732
773127	i140	{'paper': 39, 'rock': 12}	bl560
140746	x910	{'scissor': 33, 'paper': 10, 'rock': 23}	rk945
651221	e382	{'paper': 41, 'rock': 1}	eb817
362154	j310	{'scissor': 37, 'rock': 16}	fu806
233598	s589	{'scissor': 11, 'paper': 12, 'rock': 49}	dj258
848300	r560	{'rock': 27}	ki716
678897	v018	{'scissor': 29, 'paper': 42, 'rock': 34}	dq899
872002	s142	{'paper': 12}	ir438
592740	y311	{'scissor': 9, 'rock': 17}	ch969
648631	q468	{'rock': 48}	db311
383562	r611	{'paper': 50, 'rock': 22}	xv318
492377	w521	{'paper': 29}	se745
108350	n520	{'scissor': 30, 'paper': 21, 'rock': 29}	xz250
094259	i044	{'scissor': 13}	pa627
949045	f925	{'scissor': 46, 'paper': 40}	pc700
831615	j211	{'scissor': 23, 'paper': 22}	df591
708085	z708	{'scissor': 15, 'paper': 1, 'rock': 27}	zf574
606288	a125	{'scissor': 32, 'rock': 19}	kz687
965493	h037	{'scissor': 10, 'paper': 41, 'rock': 47}	mv747
153269	u509	{'rock': 17}	de790
596801	l441	{'scissor': 46}	ef602
732863	m676	{'scissor': 9, 'paper': 33, 'rock': 14}	dg889
770610	d395	{'rock': 1}	ue660
167284	f118	{'paper': 16}	zl173
126419	z460	{'scissor': 21, 'rock': 13}	uv258
045158	x425	{'paper': 50, 'rock': 38}	ou301
674218	x864	{'scissor': 20, 'paper': 29}	iz544
490410	e359	{'paper': 49, 'rock': 28}	mu445
666397	a843	{'scissor': 34}	lh332
661311	t545	{'scissor': 12, 'paper': 17, 'rock': 36}	oj992
404763	o291	{'scissor': 27, 'paper': 24, 'rock': 21}	dt005
108053	m357	{'rock': 17}	zh415
403738	c429	{'scissor': 43, 'paper': 50}	dy869
980280	q827	{'scissor': 17}	bu890
738390	s142	{'scissor': 48, 'rock': 38}	dg739
451123	z401	{'rock': 42}	ir978
031958	p774	{'scissor': 34, 'paper': 50, 'rock': 18}	ol368
051013	k666	{'rock': 24}	no734
926692	o576	{'scissor': 11, 'rock': 19}	nc838
209065	o559	{'scissor': 32, 'paper': 4}	ez631
476067	h074	{'paper': 35, 'rock': 7}	af955
457686	v663	{'scissor': 31, 'paper': 17, 'rock': 36}	bj045
272722	q284	{'paper': 33, 'rock': 28}	ry891
499504	i563	{'rock': 32}	ok417
274084	r522	{'scissor': 10, 'paper': 31}	bu305
933303	s985	{'scissor': 11, 'paper': 2}	zl715
383296	i671	{'scissor': 13, 'rock': 26}	bu939
686754	t953	{'scissor': 39}	zr408
885745	t504	{'paper': 27, 'rock': 12}	fd424
298854	c001	{'scissor': 4}	yu901
869145	r762	{'scissor': 49, 'paper': 50, 'rock': 44}	bc436
900920	a319	{'scissor': 17}	tm685
309237	k094	{'scissor': 46, 'paper': 38, 'rock': 7}	uz320
502848	a839	{'scissor': 7, 'rock': 10}	lu985
439895	f135	{'scissor': 8, 'paper': 28, 'rock': 50}	rb489
223966	n728	{'scissor': 45, 'rock': 44}	ub400
253282	m700	{'scissor': 11, 'paper': 12}	of473
685196	h478	{'scissor': 1, 'rock': 38}	pn518
622298	v010	{'paper': 31, 'rock': 31}	mq478
843678	g208	{'scissor': 13, 'rock': 29}	bt334
211263	v663	{'rock': 5}	um432
197532	s620	{'paper': 43, 'rock': 8}	wv425
485174	a493	{'rock': 12}	cs810
997200	g858	{'scissor': 38, 'paper': 29, 'rock': 5}	yh396
349877	z014	{'paper': 1, 'rock': 14}	fp505
418219	t278	{'rock': 6}	xv305
882888	j350	{'scissor': 2, 'paper': 45, 'rock': 21}	hd664
416198	i163	{'scissor': 41, 'paper': 21, 'rock': 28}	po184
332478	r026	{'scissor': 19, 'paper': 18, 'rock': 7}	wq512
021060	k120	{'scissor': 30, 'paper': 13, 'rock': 41}	xv832
537824	c983	{'rock': 28}	uf825
113977	y506	{'scissor': 46, 'paper': 2}	bq453
183657	l143	{'paper': 15}	gy983
442259	k135	{'scissor': 1, 'rock': 38}	pq115
456800	v139	{'scissor': 16}	pi752
761424	a033	{'scissor': 47, 'paper': 20, 'rock': 11}	hu350
244702	y078	{'paper': 38, 'rock': 34}	pf087
802119	p392	{'scissor': 6, 'paper': 48, 'rock': 15}	ui092
334744	z953	{'paper': 29, 'rock': 40}	oe361
016490	z460	{'scissor': 43, 'paper': 45}	uj891
135343	c970	{'scissor': 35, 'paper': 42, 'rock': 3}	sx987
146257	x860	{'scissor': 8}	yy724
595948	n709	{'paper': 47, 'rock': 17}	yd056
682484	g836	{'scissor': 4, 'paper': 25, 'rock': 10}	ol215
325232	d316	{'scissor': 17, 'paper': 39, 'rock': 20}	ub270
537790	x826	{'paper': 3, 'rock': 48}	ut681
071086	v785	{'paper': 11}	xy589
501907	c982	{'rock': 5}	tm685
192548	m105	{'scissor': 47, 'paper': 45, 'rock': 5}	qz768
570892	u224	{'paper': 29, 'rock': 10}	bu486
121342	h236	{'scissor': 32, 'paper': 35, 'rock': 34}	qz042
274770	l468	{'rock': 26}	ha014
011131	n852	{'scissor': 14, 'paper': 12, 'rock': 45}	lb371
689182	d186	{'scissor': 26}	mx141
236822	d239	{'scissor': 7, 'paper': 30, 'rock': 29}	tx967
079344	t201	{'scissor': 38, 'paper': 24, 'rock': 8}	aw745
551951	s755	{'paper': 15}	bm448
406192	v412	{'scissor': 7, 'paper': 11, 'rock': 24}	vo186
421164	z768	{'scissor': 33, 'rock': 19}	ix945
273376	h250	{'scissor': 12, 'paper': 32, 'rock': 28}	za947
910022	i044	{'scissor': 39, 'rock': 41}	fz800
689696	i398	{'scissor': 18, 'paper': 12}	my494
725170	o151	{'scissor': 17, 'paper': 35, 'rock': 1}	ju481
138140	p880	{'paper': 37}	ol215
134967	l098	{'rock': 39}	cl952
213222	a921	{'paper': 47, 'rock': 38}	rq503
268948	w295	{'scissor': 25, 'paper': 30}	lz667
039889	d133	{'scissor': 47, 'rock': 27}	cz377
431179	x295	{'paper': 46, 'rock': 17}	xp782
424164	d239	{'scissor': 35, 'paper': 12}	sf834
633118	x446	{'scissor': 24, 'paper': 49}	cu210
366083	a210	{'scissor': 39, 'paper': 29, 'rock': 3}	gj318
794003	y438	{'scissor': 14, 'paper': 34, 'rock': 42}	sw370
844248	f346	{'scissor': 20, 'paper': 10, 'rock': 49}	vu477
634068	z460	{'paper': 31, 'rock': 9}	ny289
467166	n144	{'scissor': 49}	py642
204266	t201	{'rock': 7}	in474
448254	b296	{'scissor': 45, 'paper': 40}	do997
881514	d186	{'paper': 1}	mo774
150062	l143	{'paper': 29, 'rock': 42}	aw735
386562	k247	{'scissor': 41}	ks883
137476	r611	{'paper': 28, 'rock': 38}	jp941
284565	x439	{'rock': 13}	bc436
023192	l438	{'paper': 48}	nu283
656902	q284	{'scissor': 9, 'paper': 35, 'rock': 12}	ty146
650305	b924	{'rock': 36}	ub638
426166	o659	{'scissor': 26}	nj548
201995	z298	{'scissor': 49}	mx431
344451	i362	{'scissor': 43, 'paper': 46, 'rock': 27}	we334
514473	a176	{'paper': 12}	pw569
380711	r611	{'scissor': 41, 'paper': 15, 'rock': 1}	pu650
683368	a672	{'scissor': 21, 'paper': 40, 'rock': 20}	dm499
566922	w942	{'scissor': 41, 'paper': 19, 'rock': 20}	rl266
975456	x841	{'scissor': 23, 'paper': 2, 'rock': 11}	wb491
309695	b920	{'scissor': 29, 'paper': 11}	uf348
512890	w415	{'scissor': 28}	kh156
947425	b349	{'paper': 28}	nc086
371012	g463	{'scissor': 42, 'rock': 10}	sd117
252821	r621	{'scissor': 43}	sg358
395471	y335	{'paper': 25}	cz972
842743	m041	{'paper': 40, 'rock': 18}	ki182
423424	z457	{'paper': 28}	pe984
071636	h748	{'scissor': 3, 'paper': 31, 'rock': 16}	jw955
491816	t366	{'scissor': 12, 'paper': 26}	zq138
896819	m962	{'scissor': 7, 'paper': 23}	jb239
764713	c996	{'paper': 32, 'rock': 32}	qx983
811462	y602	{'scissor': 5, 'paper': 3, 'rock': 14}	vg243
498606	z340	{'scissor': 13}	wt375
175859	e216	{'scissor': 23, 'paper': 48, 'rock': 4}	hm429
426696	c795	{'scissor': 21, 'paper': 31, 'rock': 31}	xd407
784316	v018	{'scissor': 38, 'paper': 31, 'rock': 48}	nn328
314260	c970	{'scissor': 5}	xc618
613475	k120	{'scissor': 11, 'paper': 4, 'rock': 39}	hi463
413004	h083	{'paper': 16, 'rock': 36}	oi586
696845	i958	{'paper': 1, 'rock': 50}	hn560
477538	j084	{'scissor': 24, 'paper': 48, 'rock': 34}	zh239
669113	d467	{'paper': 50}	bi768
297909	s176	{'scissor': 50, 'rock': 22}	kw492
520422	v488	{'scissor': 9, 'rock': 37}	ig799
355944	f421	{'scissor': 5, 'paper': 40, 'rock': 27}	hd664
547874	f745	{'scissor': 49, 'paper': 25, 'rock': 27}	oy141
445567	o945	{'scissor': 37, 'paper': 46, 'rock': 15}	bs848
895049	g207	{'paper': 10}	ki360
604314	p241	{'scissor': 3}	uw250
251611	o250	{'scissor': 34, 'paper': 21}	al518
081117	k380	{'scissor': 15, 'paper': 40, 'rock': 20}	ks811
421937	n709	{'paper': 28}	qn505
943444	w676	{'scissor': 45, 'paper': 3, 'rock': 21}	jc624
959913	t203	{'scissor': 40, 'rock': 6}	ps360
921351	v139	{'paper': 48}	tf754
864009	t404	{'scissor': 47, 'paper': 15, 'rock': 4}	vl770
629574	a354	{'scissor': 18, 'paper': 37, 'rock': 47}	jb291
636594	i635	{'paper': 7, 'rock': 14}	sw370
469592	i318	{'paper': 25, 'rock': 39}	fk006
749371	j312	{'paper': 28, 'rock': 49}	rm938
628661	q732	{'scissor': 34, 'paper': 5, 'rock': 44}	za039
695135	r522	{'paper': 45}	vx130
283269	v442	{'paper': 39}	ts953
557540	a125	{'scissor': 43, 'paper': 15, 'rock': 35}	ih681
469266	g836	{'paper': 38, 'rock': 31}	cu670
611251	k059	{'scissor': 5, 'rock': 18}	ch143
480194	t806	{'scissor': 9}	xb516
793547	z938	{'paper': 23}	km921
465721	e059	{'scissor': 15, 'rock': 8}	ti835
922060	f739	{'paper': 12, 'rock': 13}	zw761
171327	s600	{'paper': 39}	nb569
181984	f625	{'paper': 49}	sl996
303624	i635	{'paper': 21, 'rock': 27}	nv145
590468	n876	{'scissor': 49, 'paper': 13, 'rock': 17}	ov717
784257	d239	{'scissor': 49, 'paper': 29, 'rock': 27}	nz615
554876	q342	{'scissor': 7, 'paper': 36, 'rock': 9}	cc685
103433	h989	{'paper': 38, 'rock': 50}	bz339
177196	h986	{'paper': 7}	mq478
516595	x912	{'scissor': 1, 'paper': 40, 'rock': 18}	ap430
326407	w230	{'scissor': 26, 'paper': 34}	nb732
172927	j435	{'scissor': 14, 'paper': 11, 'rock': 46}	al562
872615	w884	{'scissor': 46, 'paper': 49, 'rock': 36}	an647
933207	a120	{'scissor': 32, 'paper': 36, 'rock': 50}	gq352
587219	y145	{'scissor': 36, 'paper': 23, 'rock': 23}	jx570
865820	k666	{'scissor': 22, 'paper': 12, 'rock': 30}	eo832
018193	k457	{'paper': 15, 'rock': 38}	cc612
858161	p168	{'paper': 46}	gt507
613561	h818	{'rock': 42}	cl952
402913	n479	{'paper': 44}	wh047
607218	o771	{'rock': 48}	nz615
309971	s268	{'paper': 15}	ak745
556226	q468	{'rock': 47}	lp473
821814	k973	{'scissor': 7, 'rock': 23}	fv898
698365	x597	{'scissor': 12, 'paper': 40}	wg026
228114	j475	{'scissor': 45}	qs103
440047	w967	{'scissor': 42, 'paper': 47}	fu927
255693	d933	{'scissor': 17}	bz570
155430	a863	{'paper': 7}	tr970
580893	h074	{'paper': 14, 'rock': 27}	hx411
419820	v488	{'scissor': 24, 'paper': 9, 'rock': 43}	do569
370997	e568	{'paper': 23}	cd937
841940	v974	{'scissor': 41}	bt334
178412	j138	{'scissor': 16, 'paper': 48, 'rock': 49}	kf604
982731	t256	{'scissor': 25, 'paper': 18}	yv232
253766	w888	{'paper': 46}	rx048
433577	k226	{'scissor': 13, 'paper': 19, 'rock': 44}	qa882
782102	e094	{'rock': 5}	ry328
269376	e252	{'scissor': 25, 'paper': 20, 'rock': 4}	km282
855256	j211	{'scissor': 32, 'paper': 47, 'rock': 30}	yo264
641339	z217	{'scissor': 36}	ji280
750217	x883	{'scissor': 46, 'paper': 39}	hi319
459626	r139	{'scissor': 28, 'paper': 23, 'rock': 34}	nv446
608284	w572	{'scissor': 21, 'rock': 31}	mo774
901663	d933	{'scissor': 44, 'paper': 32, 'rock': 27}	kf604
765014	l767	{'paper': 25, 'rock': 40}	jq430
399292	j907	{'scissor': 27, 'paper': 26, 'rock': 4}	jq934
237426	l441	{'rock': 5}	vj313
762199	h989	{'scissor': 8, 'rock': 33}	hl280
653230	j400	{'scissor': 19, 'paper': 20, 'rock': 49}	oc460
531077	d239	{'scissor': 5}	zk670
970859	s099	{'scissor': 12}	rq047
104081	m504	{'scissor': 37, 'paper': 42, 'rock': 12}	oh225
765560	v625	{'scissor': 41, 'paper': 43}	oy747
363339	q299	{'paper': 14}	if867
332445	r026	{'paper': 31}	hg425
007418	l955	{'scissor': 23}	bk939
442929	q453	{'scissor': 14, 'paper': 39, 'rock': 38}	wj081
242554	w676	{'paper': 41, 'rock': 30}	fb005
625501	o084	{'scissor': 32, 'paper': 17, 'rock': 4}	hm415
602289	q398	{'scissor': 47, 'paper': 22, 'rock': 37}	ye802
586228	u550	{'scissor': 23, 'paper': 34, 'rock': 49}	nh519
487632	p613	{'scissor': 8, 'paper': 26, 'rock': 44}	mi623
426499	j310	{'rock': 49}	yk602
105348	s709	{'scissor': 35, 'rock': 29}	iu815
345001	d135	{'scissor': 1, 'paper': 9}	zp511
404060	k666	{'scissor': 35, 'paper': 28, 'rock': 2}	ih859
615256	r026	{'scissor': 45, 'paper': 11}	xh071
714811	o905	{'scissor': 44, 'rock': 9}	gu450
203860	o835	{'paper': 45}	ux701
969775	z014	{'scissor': 45, 'paper': 46}	jm650
307396	f923	{'scissor': 13}	hh557
132923	o536	{'scissor': 25, 'paper': 13, 'rock': 9}	jf446
845588	k711	{'scissor': 35, 'paper': 49}	xw595
393001	o659	{'scissor': 43, 'paper': 33, 'rock': 31}	lb371
881711	c877	{'paper': 36, 'rock': 15}	oz752
390813	q257	{'paper': 20, 'rock': 44}	if065
700871	c263	{'paper': 8}	zp324
768956	w572	{'paper': 6}	cx865
198958	x597	{'scissor': 13}	fg056
164626	i424	{'scissor': 47, 'paper': 16, 'rock': 20}	yh292
303579	n625	{'scissor': 8, 'paper': 29}	sb220
613747	p927	{'scissor': 6, 'paper': 48, 'rock': 30}	mo774
911224	z561	{'scissor': 6, 'rock': 36}	fe637
274679	q783	{'paper': 41}	tr636
604280	j800	{'paper': 18, 'rock': 24}	fi548
474265	w074	{'scissor': 24, 'paper': 34, 'rock': 36}	hf691
004804	z601	{'scissor': 43, 'paper': 48, 'rock': 25}	iw983
940452	l285	{'paper': 21}	mu971
529024	f436	{'scissor': 7, 'paper': 25, 'rock': 20}	pc277
928297	u191	{'rock': 49}	id221
702965	t896	{'paper': 25, 'rock': 41}	as271
572499	g545	{'scissor': 49, 'paper': 4, 'rock': 31}	lj837
531647	b070	{'rock': 10}	zo165
145441	f432	{'scissor': 13, 'paper': 31, 'rock': 50}	gu450
555310	i233	{'rock': 26}	qr617
748095	z434	{'rock': 37}	yh396
269888	z298	{'rock': 42}	ki182
086863	y741	{'scissor': 10, 'paper': 28, 'rock': 44}	se078
491541	d479	{'paper': 50}	ds803
000110	u425	{'scissor': 50, 'paper': 46}	no518
906958	z768	{'scissor': 5}	kg193
445694	m053	{'scissor': 14, 'paper': 46, 'rock': 41}	oy534
161167	r282	{'scissor': 12}	in474
361650	r535	{'scissor': 46, 'rock': 35}	jx570
430995	y651	{'rock': 28}	re368
554193	r313	{'paper': 44, 'rock': 3}	or138
414209	d833	{'scissor': 36, 'paper': 23, 'rock': 1}	xs543
531320	i432	{'scissor': 44, 'rock': 6}	ki823
434734	i432	{'scissor': 17, 'rock': 27}	wq981
893370	k925	{'scissor': 15, 'rock': 3}	sz118
679326	x996	{'scissor': 26, 'paper': 7}	zw403
360072	l742	{'scissor': 38, 'paper': 39, 'rock': 38}	qs103
352254	o185	{'scissor': 21}	im878
636698	u644	{'scissor': 38, 'paper': 12, 'rock': 33}	rt187
854297	r599	{'paper': 15, 'rock': 24}	qz768
345699	d133	{'scissor': 3, 'paper': 36, 'rock': 40}	hx411
586162	q665	{'scissor': 4, 'paper': 38}	zj434
486866	t989	{'rock': 49}	ti853
707548	j312	{'scissor': 39, 'paper': 18, 'rock': 10}	jz512
265013	f713	{'paper': 16, 'rock': 38}	aa521
351513	o226	{'scissor': 21, 'rock': 45}	me708
672843	s270	{'scissor': 18, 'paper': 21, 'rock': 41}	qp015
408722	s889	{'scissor': 41, 'paper': 36, 'rock': 43}	nr626
524193	q173	{'scissor': 21, 'paper': 30, 'rock': 38}	so642
402441	k891	{'scissor': 41}	mq248
297008	m963	{'scissor': 40, 'paper': 23, 'rock': 13}	nc984
843011	d008	{'scissor': 34, 'paper': 32}	mt154
744750	n001	{'rock': 10}	rt187
721685	q284	{'rock': 41}	mm478
051614	a837	{'scissor': 43, 'paper': 22, 'rock': 41}	es732
413538	k260	{'scissor': 46, 'rock': 7}	yf580
523225	z419	{'scissor': 16, 'rock': 36}	fy612
342704	j028	{'rock': 37}	er733
684785	e998	{'scissor': 8}	ch071
669781	e415	{'rock': 21}	ib672
859961	o440	{'scissor': 33, 'paper': 28, 'rock': 18}	ec298
264132	c629	{'scissor': 37, 'paper': 2, 'rock': 28}	gf086
743198	p865	{'scissor': 42, 'paper': 37}	zu673
850526	d052	{'scissor': 7, 'paper': 23}	do226
886746	x929	{'scissor': 1, 'rock': 34}	yt643
861738	e003	{'scissor': 25, 'paper': 33}	sb713
824505	r541	{'scissor': 47, 'paper': 11, 'rock': 23}	wn254
564726	g730	{'scissor': 46, 'rock': 42}	tq382
051941	j655	{'scissor': 43, 'rock': 49}	ao137
895554	e389	{'paper': 9}	up072
371004	h986	{'scissor': 36, 'paper': 3, 'rock': 39}	qf074
772790	q342	{'scissor': 48, 'paper': 18, 'rock': 41}	fo002
355552	o413	{'scissor': 34}	mi486
207016	a030	{'paper': 9}	vo513
130384	o580	{'scissor': 5, 'paper': 13}	kh156
522892	w850	{'scissor': 26, 'paper': 21}	zd493
575718	f744	{'rock': 11}	yq847
399631	l041	{'rock': 47}	zx601
528008	d541	{'scissor': 19, 'paper': 8}	wc546
174860	j951	{'scissor': 36, 'paper': 42, 'rock': 5}	tm882
488979	g172	{'scissor': 20}	pa758
152850	k320	{'scissor': 46, 'paper': 46, 'rock': 4}	od707
796258	s321	{'scissor': 41, 'rock': 42}	fg900
692080	j612	{'scissor': 1, 'paper': 2}	zy614
977688	t400	{'scissor': 1, 'paper': 37, 'rock': 43}	dt447
846712	f490	{'paper': 19, 'rock': 49}	vl770
712996	q880	{'scissor': 10, 'paper': 13}	ni562
248706	t812	{'scissor': 47, 'paper': 29}	cc612
468247	c996	{'scissor': 39, 'paper': 48}	tx329
731640	h338	{'scissor': 21, 'rock': 14}	it678
657424	z613	{'scissor': 20, 'paper': 50, 'rock': 35}	cl778
201684	f895	{'scissor': 46, 'paper': 17, 'rock': 9}	kz535
073047	w850	{'scissor': 12, 'paper': 46}	dn162
493232	s967	{'scissor': 38, 'paper': 16}	ab176
838272	j612	{'scissor': 36, 'paper': 15, 'rock': 14}	db470
745760	r762	{'scissor': 10, 'rock': 16}	zm929
851857	f319	{'scissor': 37, 'paper': 44, 'rock': 15}	cp662
159666	x955	{'scissor': 2, 'paper': 6, 'rock': 15}	yy724
351323	x095	{'rock': 43}	uq848
039690	w743	{'scissor': 41, 'paper': 35, 'rock': 37}	ae098
557831	z690	{'rock': 29}	qo829
894592	p392	{'scissor': 2, 'paper': 35, 'rock': 42}	yr667
646454	u254	{'rock': 40}	jf265
778187	i767	{'scissor': 41, 'paper': 16, 'rock': 50}	nz615
631307	e480	{'paper': 11}	bq723
606317	h607	{'scissor': 28, 'paper': 44, 'rock': 10}	ex987
171856	w521	{'scissor': 35, 'paper': 2, 'rock': 10}	yb821
717108	s142	{'paper': 20}	hh488
576559	e059	{'scissor': 48, 'paper': 9, 'rock': 8}	gi094
783434	b115	{'paper': 32, 'rock': 23}	hm429
925743	r139	{'paper': 26}	tc933
839048	i217	{'paper': 31}	le901
333891	z051	{'scissor': 31, 'paper': 30}	xd539
091732	t165	{'scissor': 18, 'paper': 42, 'rock': 29}	bk939
318817	j197	{'scissor': 13, 'paper': 4, 'rock': 29}	lh251
558065	b059	{'scissor': 17, 'paper': 50, 'rock': 14}	ap430
261207	t545	{'paper': 1, 'rock': 4}	cu018
982076	x368	{'scissor': 40, 'paper': 22, 'rock': 6}	fe058
355808	q665	{'scissor': 23, 'paper': 29, 'rock': 17}	bx858
821405	o945	{'rock': 13}	cn859
