P406	tn872	{'scissor': 202, 'paper': 113, 'rock': 217}	{'scissor': 18, 'paper': 2, 'rock': 17}
P632	mk182	{'scissor': 96, 'paper': 231, 'rock': 174}	{'scissor': 21, 'paper': 48, 'rock': 52}
P443	zq933	{'scissor': 339, 'paper': 325, 'rock': 241}	{'scissor': 96, 'paper': 114, 'rock': 59}
P983	tf754	{'scissor': 195, 'paper': 178, 'rock': 92}	{'scissor': 121, 'paper': 94, 'rock': 14}
P657	uk117	{'scissor': 253, 'paper': 195, 'rock': 169}	{'scissor': 50, 'paper': 13, 'rock': 29}
P349	kz670	{'scissor': 321, 'paper': 287, 'rock': 376}	{'scissor': 36, 'paper': 136, 'rock': 116}
P669	zd738	{'scissor': 81, 'paper': 126, 'rock': 271}	{'scissor': 43, 'paper': 26, 'rock': 38}
P714	ek896	{'scissor': 177, 'paper': 201, 'rock': 137}	{'scissor': 52, 'paper': 50, 'rock': 0}
P544	zb927	{'scissor': 89, 'paper': 79, 'rock': 125}	{'scissor': 17, 'paper': 24, 'rock': 6}
P772	ub400	{'scissor': 351, 'paper': 251, 'rock': 158}	{'scissor': 127, 'paper': 0, 'rock': 64}
P182	ss111	{'scissor': 165, 'paper': 216, 'rock': 206}	{'scissor': 7, 'paper': 1, 'rock': 150}
P237	ya254	{'scissor': 263, 'paper': 152, 'rock': 307}	{'scissor': 16, 'paper': 18, 'rock': 62}
P924	ba481	{'scissor': 156, 'paper': 169, 'rock': 91}	{'scissor': 87, 'paper': 35, 'rock': 76}
P136	lr414	{'scissor': 312, 'paper': 191, 'rock': 215}	{'scissor': 30, 'paper': 71, 'rock': 17}
P498	ay375	{'scissor': 92, 'paper': 143, 'rock': 268}	{'scissor': 8, 'paper': 25, 'rock': 101}
P964	ym014	{'scissor': 282, 'paper': 181, 'rock': 193}	{'scissor': 118, 'paper': 4, 'rock': 87}
P529	az177	{'scissor': 37, 'paper': 51, 'rock': 47}	{'scissor': 18, 'paper': 13, 'rock': 1}
P632	ek147	{'scissor': 346, 'paper': 288, 'rock': 188}	{'scissor': 26, 'paper': 140, 'rock': 30}
P702	ln367	{'scissor': 162, 'paper': 240, 'rock': 271}	{'scissor': 57, 'paper': 87, 'rock': 132}
P111	av834	{'scissor': 25, 'paper': 42, 'rock': 75}	{'scissor': 9, 'paper': 1, 'rock': 6}
P954	qb327	{'scissor': 135, 'paper': 80, 'rock': 101}	{'scissor': 6, 'paper': 23, 'rock': 16}
P104	xk892	{'scissor': 224, 'paper': 127, 'rock': 172}	{'scissor': 103, 'paper': 115, 'rock': 140}
P416	ih010	{'scissor': 200, 'paper': 387, 'rock': 202}	{'scissor': 30, 'paper': 14, 'rock': 68}
P004	nz129	{'scissor': 175, 'paper': 126, 'rock': 60}	{'scissor': 22, 'paper': 1, 'rock': 10}
P729	be903	{'scissor': 109, 'paper': 92, 'rock': 198}	{'scissor': 2, 'paper': 47, 'rock': 12}
P053	fz744	{'scissor': 164, 'paper': 177, 'rock': 29}	{'scissor': 115, 'paper': 71, 'rock': 14}
P946	jq934	{'scissor': 135, 'paper': 243, 'rock': 176}	{'scissor': 24, 'paper': 73, 'rock': 48}
P001	vc318	{'scissor': 174, 'paper': 223, 'rock': 183}	{'scissor': 114, 'paper': 50, 'rock': 46}
P135	lj246	{'scissor': 149, 'paper': 248, 'rock': 104}	{'scissor': 5, 'paper': 8, 'rock': 22}
P216	ao199	{'scissor': 207, 'paper': 107, 'rock': 200}	{'scissor': 54, 'paper': 11, 'rock': 52}
P135	qb525	{'scissor': 148, 'paper': 230, 'rock': 192}	{'scissor': 11, 'paper': 32, 'rock': 2}
P768	mf321	{'scissor': 150, 'paper': 171, 'rock': 161}	{'scissor': 42, 'paper': 69, 'rock': 28}
P501	ak189	{'scissor': 194, 'paper': 188, 'rock': 236}	{'scissor': 64, 'paper': 7, 'rock': 44}
P336	uo775	{'scissor': 52, 'paper': 256, 'rock': 171}	{'scissor': 11, 'paper': 154, 'rock': 101}
P258	xd630	{'scissor': 88, 'paper': 55, 'rock': 252}	{'scissor': 52, 'paper': 3, 'rock': 7}
P062	sk454	{'scissor': 142, 'paper': 56, 'rock': 108}	{'scissor': 50, 'paper': 25, 'rock': 17}
P838	fd424	{'scissor': 165, 'paper': 140, 'rock': 85}	{'scissor': 55, 'paper': 81, 'rock': 52}
P816	xj166	{'scissor': 222, 'paper': 131, 'rock': 83}	{'scissor': 84, 'paper': 72, 'rock': 1}
P468	em250	{'scissor': 27, 'paper': 123, 'rock': 189}	{'scissor': 10, 'paper': 39, 'rock': 39}
P001	aw745	{'scissor': 204, 'paper': 139, 'rock': 75}	{'scissor': 84, 'paper': 12, 'rock': 0}
P654	qw926	{'scissor': 221, 'paper': 198, 'rock': 95}	{'scissor': 57, 'paper': 26, 'rock': 9}
P720	av906	{'scissor': 94, 'paper': 107, 'rock': 239}	{'scissor': 56, 'paper': 57, 'rock': 42}
P046	ex987	{'scissor': 170, 'paper': 268, 'rock': 251}	{'scissor': 95, 'paper': 31, 'rock': 42}
P409	hf554	{'scissor': 211, 'paper': 160, 'rock': 147}	{'scissor': 137, 'paper': 88, 'rock': 16}
P789	lu619	{'scissor': 254, 'paper': 257, 'rock': 123}	{'scissor': 28, 'paper': 12, 'rock': 56}
P348	ve831	{'scissor': 206, 'paper': 372, 'rock': 145}	{'scissor': 6, 'paper': 49, 'rock': 18}
P694	zp324	{'scissor': 326, 'paper': 138, 'rock': 85}	{'scissor': 99, 'paper': 31, 'rock': 20}
P152	ka715	{'scissor': 230, 'paper': 153, 'rock': 165}	{'scissor': 127, 'paper': 18, 'rock': 32}
P175	yg887	{'scissor': 23, 'paper': 145, 'rock': 120}	{'scissor': 0, 'paper': 72, 'rock': 14}
P996	or639	{'scissor': 273, 'paper': 155, 'rock': 137}	{'scissor': 122, 'paper': 65, 'rock': 9}
P835	um102	{'scissor': 328, 'paper': 223, 'rock': 217}	{'scissor': 106, 'paper': 88, 'rock': 19}
P327	cm279	{'scissor': 146, 'paper': 230, 'rock': 72}	{'scissor': 69, 'paper': 78, 'rock': 0}
P449	uc469	{'scissor': 273, 'paper': 119, 'rock': 79}	{'scissor': 66, 'paper': 88, 'rock': 2}
P766	fm794	{'scissor': 26, 'paper': 141, 'rock': 154}	{'scissor': 0, 'paper': 38, 'rock': 13}
P200	wc742	{'scissor': 252, 'paper': 86, 'rock': 230}	{'scissor': 55, 'paper': 6, 'rock': 16}
P534	yl833	{'scissor': 175, 'paper': 117, 'rock': 217}	{'scissor': 34, 'paper': 0, 'rock': 102}
P594	wl491	{'scissor': 215, 'paper': 58, 'rock': 204}	{'scissor': 154, 'paper': 9, 'rock': 125}
P374	oz733	{'scissor': 276, 'paper': 160, 'rock': 49}	{'scissor': 179, 'paper': 76, 'rock': 9}
P789	px060	{'scissor': 86, 'paper': 201, 'rock': 83}	{'scissor': 1, 'paper': 24, 'rock': 13}
P987	yo968	{'scissor': 93, 'paper': 261, 'rock': 199}	{'scissor': 25, 'paper': 5, 'rock': 55}
P580	do997	{'scissor': 96, 'paper': 90, 'rock': 211}	{'scissor': 11, 'paper': 2, 'rock': 18}
P685	lx102	{'scissor': 185, 'paper': 173, 'rock': 159}	{'scissor': 50, 'paper': 52, 'rock': 25}
P047	fu927	{'scissor': 211, 'paper': 187, 'rock': 75}	{'scissor': 43, 'paper': 56, 'rock': 53}
P886	td408	{'scissor': 164, 'paper': 155, 'rock': 78}	{'scissor': 11, 'paper': 57, 'rock': 1}
P964	it817	{'scissor': 170, 'paper': 240, 'rock': 248}	{'scissor': 61, 'paper': 12, 'rock': 83}
P908	cj618	{'scissor': 297, 'paper': 147, 'rock': 282}	{'scissor': 119, 'paper': 42, 'rock': 44}
P182	ij650	{'scissor': 97, 'paper': 215, 'rock': 124}	{'scissor': 4, 'paper': 3, 'rock': 23}
P180	qm921	{'scissor': 238, 'paper': 152, 'rock': 178}	{'scissor': 77, 'paper': 19, 'rock': 18}
P175	tq382	{'scissor': 192, 'paper': 183, 'rock': 176}	{'scissor': 23, 'paper': 53, 'rock': 5}
P450	qz742	{'scissor': 133, 'paper': 158, 'rock': 21}	{'scissor': 46, 'paper': 98, 'rock': 1}
P404	js262	{'scissor': 154, 'paper': 152, 'rock': 198}	{'scissor': 41, 'paper': 33, 'rock': 33}
P732	qj367	{'scissor': 116, 'paper': 277, 'rock': 301}	{'scissor': 25, 'paper': 29, 'rock': 105}
P406	dt447	{'scissor': 122, 'paper': 291, 'rock': 248}	{'scissor': 31, 'paper': 18, 'rock': 51}
P234	lt562	{'scissor': 222, 'paper': 407, 'rock': 263}	{'scissor': 62, 'paper': 54, 'rock': 21}
P843	xd830	{'scissor': 192, 'paper': 74, 'rock': 172}	{'scissor': 80, 'paper': 14, 'rock': 35}
P856	ei206	{'scissor': 150, 'paper': 170, 'rock': 261}	{'scissor': 2, 'paper': 0, 'rock': 83}
P076	eo306	{'scissor': 171, 'paper': 220, 'rock': 251}	{'scissor': 5, 'paper': 118, 'rock': 102}
P104	px887	{'scissor': 155, 'paper': 76, 'rock': 120}	{'scissor': 28, 'paper': 16, 'rock': 3}
P830	rl194	{'scissor': 285, 'paper': 184, 'rock': 241}	{'scissor': 165, 'paper': 10, 'rock': 9}
P410	rd212	{'scissor': 121, 'paper': 111, 'rock': 123}	{'scissor': 46, 'paper': 3, 'rock': 26}
P767	ab591	{'scissor': 163, 'paper': 66, 'rock': 242}	{'scissor': 8, 'paper': 0, 'rock': 103}
P339	ma371	{'scissor': 43, 'paper': 244, 'rock': 231}	{'scissor': 4, 'paper': 114, 'rock': 123}
P374	gj928	{'scissor': 68, 'paper': 128, 'rock': 239}	{'scissor': 15, 'paper': 76, 'rock': 50}
P734	xw747	{'scissor': 48, 'paper': 161, 'rock': 65}	{'scissor': 30, 'paper': 35, 'rock': 3}
P867	yn415	{'scissor': 212, 'paper': 88, 'rock': 178}	{'scissor': 50, 'paper': 32, 'rock': 82}
P729	va038	{'scissor': 109, 'paper': 174, 'rock': 215}	{'scissor': 50, 'paper': 108, 'rock': 176}
P383	gl773	{'scissor': 140, 'paper': 185, 'rock': 241}	{'scissor': 7, 'paper': 2, 'rock': 48}
P498	zi749	{'scissor': 84, 'paper': 148, 'rock': 155}	{'scissor': 13, 'paper': 48, 'rock': 64}
P595	pk393	{'scissor': 203, 'paper': 206, 'rock': 39}	{'scissor': 70, 'paper': 128, 'rock': 1}
P316	lb678	{'scissor': 117, 'paper': 155, 'rock': 173}	{'scissor': 15, 'paper': 33, 'rock': 23}
P688	ri618	{'scissor': 170, 'paper': 250, 'rock': 180}	{'scissor': 10, 'paper': 66, 'rock': 67}
P930	xq429	{'scissor': 90, 'paper': 209, 'rock': 206}	{'scissor': 32, 'paper': 20, 'rock': 78}
P233	pf100	{'scissor': 14, 'paper': 71, 'rock': 136}	{'scissor': 2, 'paper': 13, 'rock': 103}
P652	pl358	{'scissor': 256, 'paper': 50, 'rock': 173}	{'scissor': 76, 'paper': 32, 'rock': 62}
P082	bx924	{'scissor': 245, 'paper': 104, 'rock': 101}	{'scissor': 79, 'paper': 99, 'rock': 8}
P058	fj239	{'scissor': 203, 'paper': 264, 'rock': 206}	{'scissor': 18, 'paper': 113, 'rock': 11}
P143	nn328	{'scissor': 247, 'paper': 210, 'rock': 243}	{'scissor': 87, 'paper': 17, 'rock': 28}
P790	hn564	{'scissor': 181, 'paper': 75, 'rock': 190}	{'scissor': 106, 'paper': 0, 'rock': 128}
P255	hx411	{'scissor': 283, 'paper': 228, 'rock': 336}	{'scissor': 112, 'paper': 34, 'rock': 47}
P672	ga039	{'scissor': 106, 'paper': 212, 'rock': 233}	{'scissor': 101, 'paper': 25, 'rock': 118}
P229	fk321	{'scissor': 269, 'paper': 207, 'rock': 194}	{'scissor': 103, 'paper': 122, 'rock': 7}
P344	dl514	{'scissor': 304, 'paper': 220, 'rock': 281}	{'scissor': 29, 'paper': 49, 'rock': 8}
P590	um432	{'scissor': 195, 'paper': 155, 'rock': 186}	{'scissor': 95, 'paper': 14, 'rock': 44}
P094	ux393	{'scissor': 290, 'paper': 350, 'rock': 233}	{'scissor': 83, 'paper': 147, 'rock': 29}
P812	vu180	{'scissor': 120, 'paper': 140, 'rock': 179}	{'scissor': 15, 'paper': 17, 'rock': 33}
P526	kf604	{'scissor': 286, 'paper': 414, 'rock': 287}	{'scissor': 38, 'paper': 77, 'rock': 14}
P125	hi463	{'scissor': 205, 'paper': 184, 'rock': 195}	{'scissor': 86, 'paper': 37, 'rock': 25}
P868	iw269	{'scissor': 133, 'paper': 264, 'rock': 201}	{'scissor': 96, 'paper': 108, 'rock': 34}
P509	wh047	{'scissor': 295, 'paper': 287, 'rock': 414}	{'scissor': 101, 'paper': 5, 'rock': 127}
P403	uh599	{'scissor': 143, 'paper': 33, 'rock': 188}	{'scissor': 10, 'paper': 2, 'rock': 131}
P672	bj045	{'scissor': 290, 'paper': 201, 'rock': 273}	{'scissor': 173, 'paper': 22, 'rock': 116}
P270	ia493	{'scissor': 145, 'paper': 167, 'rock': 118}	{'scissor': 16, 'paper': 1, 'rock': 1}
P872	mi486	{'scissor': 174, 'paper': 131, 'rock': 80}	{'scissor': 5, 'paper': 78, 'rock': 14}
P930	vp802	{'scissor': 239, 'paper': 131, 'rock': 103}	{'scissor': 52, 'paper': 76, 'rock': 1}
P767	zc953	{'scissor': 98, 'paper': 93, 'rock': 165}	{'scissor': 10, 'paper': 36, 'rock': 99}
P870	tj409	{'scissor': 291, 'paper': 244, 'rock': 184}	{'scissor': 14, 'paper': 26, 'rock': 35}
P711	xa928	{'scissor': 224, 'paper': 129, 'rock': 227}	{'scissor': 38, 'paper': 73, 'rock': 2}
P911	zh239	{'scissor': 235, 'paper': 296, 'rock': 263}	{'scissor': 30, 'paper': 120, 'rock': 67}
P269	yy336	{'scissor': 132, 'paper': 275, 'rock': 266}	{'scissor': 24, 'paper': 15, 'rock': 166}
P250	us061	{'scissor': 100, 'paper': 257, 'rock': 258}	{'scissor': 16, 'paper': 123, 'rock': 12}
P909	tm871	{'scissor': 130, 'paper': 92, 'rock': 228}	{'scissor': 19, 'paper': 59, 'rock': 177}
P289	rn116	{'scissor': 254, 'paper': 77, 'rock': 67}	{'scissor': 81, 'paper': 11, 'rock': 17}
P283	qv984	{'scissor': 319, 'paper': 267, 'rock': 172}	{'scissor': 44, 'paper': 148, 'rock': 10}
P955	ki823	{'scissor': 120, 'paper': 91, 'rock': 113}	{'scissor': 44, 'paper': 49, 'rock': 24}
P909	ji280	{'scissor': 186, 'paper': 83, 'rock': 88}	{'scissor': 84, 'paper': 7, 'rock': 60}
P250	ao370	{'scissor': 66, 'paper': 206, 'rock': 173}	{'scissor': 6, 'paper': 27, 'rock': 59}
P073	ez165	{'scissor': 139, 'paper': 254, 'rock': 302}	{'scissor': 19, 'paper': 52, 'rock': 149}
P492	am900	{'scissor': 378, 'paper': 358, 'rock': 287}	{'scissor': 12, 'paper': 28, 'rock': 85}
P534	yw373	{'scissor': 201, 'paper': 296, 'rock': 197}	{'scissor': 105, 'paper': 90, 'rock': 82}
P548	fj348	{'scissor': 57, 'paper': 223, 'rock': 209}	{'scissor': 8, 'paper': 25, 'rock': 94}
P930	ch969	{'scissor': 191, 'paper': 159, 'rock': 309}	{'scissor': 76, 'paper': 60, 'rock': 132}
P371	nt171	{'scissor': 36, 'paper': 180, 'rock': 159}	{'scissor': 4, 'paper': 19, 'rock': 29}
P452	bu305	{'scissor': 242, 'paper': 247, 'rock': 221}	{'scissor': 144, 'paper': 74, 'rock': 34}
P469	fp234	{'scissor': 225, 'paper': 314, 'rock': 197}	{'scissor': 87, 'paper': 89, 'rock': 146}
P433	yv802	{'scissor': 167, 'paper': 236, 'rock': 203}	{'scissor': 55, 'paper': 88, 'rock': 71}
P731	io939	{'scissor': 280, 'paper': 110, 'rock': 294}	{'scissor': 61, 'paper': 7, 'rock': 84}
P489	yi679	{'scissor': 262, 'paper': 215, 'rock': 205}	{'scissor': 36, 'paper': 62, 'rock': 70}
P129	my121	{'scissor': 226, 'paper': 183, 'rock': 50}	{'scissor': 59, 'paper': 17, 'rock': 0}
P537	mk173	{'scissor': 313, 'paper': 244, 'rock': 231}	{'scissor': 23, 'paper': 122, 'rock': 2}
P374	tu465	{'scissor': 83, 'paper': 202, 'rock': 123}	{'scissor': 4, 'paper': 68, 'rock': 42}
P020	yp753	{'scissor': 125, 'paper': 176, 'rock': 177}	{'scissor': 31, 'paper': 134, 'rock': 12}
P046	as271	{'scissor': 289, 'paper': 149, 'rock': 236}	{'scissor': 108, 'paper': 50, 'rock': 15}
P646	ek395	{'scissor': 118, 'paper': 108, 'rock': 230}	{'scissor': 9, 'paper': 5, 'rock': 148}
P542	cv177	{'scissor': 265, 'paper': 231, 'rock': 130}	{'scissor': 155, 'paper': 151, 'rock': 75}
P663	sb378	{'scissor': 250, 'paper': 162, 'rock': 300}	{'scissor': 33, 'paper': 49, 'rock': 77}
P534	hi319	{'scissor': 188, 'paper': 84, 'rock': 80}	{'scissor': 4, 'paper': 8, 'rock': 76}
P288	yf960	{'scissor': 209, 'paper': 105, 'rock': 150}	{'scissor': 98, 'paper': 6, 'rock': 63}
P191	ln835	{'scissor': 288, 'paper': 119, 'rock': 233}	{'scissor': 140, 'paper': 3, 'rock': 8}
P891	av139	{'scissor': 92, 'paper': 71, 'rock': 225}	{'scissor': 21, 'paper': 5, 'rock': 111}
P560	ty146	{'scissor': 311, 'paper': 316, 'rock': 266}	{'scissor': 60, 'paper': 12, 'rock': 59}
P858	fe904	{'scissor': 221, 'paper': 346, 'rock': 281}	{'scissor': 37, 'paper': 56, 'rock': 35}
P607	pn078	{'scissor': 251, 'paper': 255, 'rock': 276}	{'scissor': 105, 'paper': 53, 'rock': 144}
P489	nv848	{'scissor': 204, 'paper': 33, 'rock': 113}	{'scissor': 42, 'paper': 6, 'rock': 3}
P576	tq365	{'scissor': 114, 'paper': 124, 'rock': 52}	{'scissor': 30, 'paper': 71, 'rock': 38}
P069	ch143	{'scissor': 96, 'paper': 110, 'rock': 181}	{'scissor': 43, 'paper': 18, 'rock': 121}
P167	gc004	{'scissor': 189, 'paper': 135, 'rock': 58}	{'scissor': 30, 'paper': 82, 'rock': 17}
P407	vo140	{'scissor': 229, 'paper': 183, 'rock': 213}	{'scissor': 29, 'paper': 65, 'rock': 18}
P465	aa909	{'scissor': 118, 'paper': 212, 'rock': 241}	{'scissor': 11, 'paper': 17, 'rock': 35}
P561	ix293	{'scissor': 133, 'paper': 219, 'rock': 162}	{'scissor': 13, 'paper': 132, 'rock': 1}
P938	lj090	{'scissor': 137, 'paper': 204, 'rock': 275}	{'scissor': 38, 'paper': 6, 'rock': 66}
P121	vs861	{'scissor': 176, 'paper': 108, 'rock': 176}	{'scissor': 75, 'paper': 14, 'rock': 95}
P597	qe210	{'scissor': 249, 'paper': 238, 'rock': 167}	{'scissor': 170, 'paper': 166, 'rock': 65}
P639	oh225	{'scissor': 180, 'paper': 335, 'rock': 270}	{'scissor': 27, 'paper': 68, 'rock': 9}
P907	hm415	{'scissor': 75, 'paper': 201, 'rock': 117}	{'scissor': 3, 'paper': 114, 'rock': 26}
P044	qt355	{'scissor': 212, 'paper': 258, 'rock': 200}	{'scissor': 56, 'paper': 31, 'rock': 65}
P909	dx510	{'scissor': 78, 'paper': 53, 'rock': 179}	{'scissor': 34, 'paper': 9, 'rock': 16}
P796	gu069	{'scissor': 242, 'paper': 77, 'rock': 162}	{'scissor': 50, 'paper': 16, 'rock': 6}
P157	fd186	{'scissor': 237, 'paper': 170, 'rock': 241}	{'scissor': 85, 'paper': 17, 'rock': 40}
P967	eq988	{'scissor': 208, 'paper': 172, 'rock': 80}	{'scissor': 64, 'paper': 114, 'rock': 27}
P041	ux701	{'scissor': 77, 'paper': 282, 'rock': 169}	{'scissor': 32, 'paper': 65, 'rock': 4}
P180	wv666	{'scissor': 57, 'paper': 102, 'rock': 220}	{'scissor': 3, 'paper': 17, 'rock': 166}
P156	sa864	{'scissor': 57, 'paper': 250, 'rock': 203}	{'scissor': 19, 'paper': 66, 'rock': 14}
P159	ii842	{'scissor': 54, 'paper': 156, 'rock': 43}	{'scissor': 19, 'paper': 65, 'rock': 5}
P306	zb266	{'scissor': 130, 'paper': 106, 'rock': 249}	{'scissor': 31, 'paper': 29, 'rock': 8}
P237	tm685	{'scissor': 183, 'paper': 190, 'rock': 176}	{'scissor': 31, 'paper': 156, 'rock': 1}
P885	jn940	{'scissor': 282, 'paper': 155, 'rock': 229}	{'scissor': 22, 'paper': 10, 'rock': 50}
P135	rc752	{'scissor': 130, 'paper': 310, 'rock': 202}	{'scissor': 17, 'paper': 87, 'rock': 51}
P340	yc979	{'scissor': 70, 'paper': 112, 'rock': 155}	{'scissor': 1, 'paper': 21, 'rock': 56}
P954	lz667	{'scissor': 198, 'paper': 221, 'rock': 204}	{'scissor': 73, 'paper': 69, 'rock': 94}
P548	xj751	{'scissor': 7, 'paper': 237, 'rock': 279}	{'scissor': 4, 'paper': 183, 'rock': 175}
P144	bv432	{'scissor': 197, 'paper': 75, 'rock': 157}	{'scissor': 28, 'paper': 31, 'rock': 27}
P246	or627	{'scissor': 241, 'paper': 196, 'rock': 51}	{'scissor': 21, 'paper': 73, 'rock': 17}
P717	ry452	{'scissor': 285, 'paper': 140, 'rock': 240}	{'scissor': 95, 'paper': 33, 'rock': 91}
P239	fb571	{'scissor': 214, 'paper': 212, 'rock': 253}	{'scissor': 64, 'paper': 89, 'rock': 29}
P878	wq488	{'scissor': 106, 'paper': 89, 'rock': 103}	{'scissor': 2, 'paper': 31, 'rock': 39}
P320	lb088	{'scissor': 246, 'paper': 221, 'rock': 152}	{'scissor': 82, 'paper': 17, 'rock': 15}
P434	nv446	{'scissor': 245, 'paper': 264, 'rock': 112}	{'scissor': 21, 'paper': 93, 'rock': 6}
P497	vg312	{'scissor': 113, 'paper': 188, 'rock': 113}	{'scissor': 25, 'paper': 185, 'rock': 18}
P338	or138	{'scissor': 223, 'paper': 316, 'rock': 176}	{'scissor': 83, 'paper': 60, 'rock': 6}
P004	py078	{'scissor': 246, 'paper': 238, 'rock': 337}	{'scissor': 55, 'paper': 19, 'rock': 171}
P458	hj325	{'scissor': 277, 'paper': 238, 'rock': 333}	{'scissor': 64, 'paper': 51, 'rock': 37}
P631	eg653	{'scissor': 234, 'paper': 181, 'rock': 90}	{'scissor': 190, 'paper': 8, 'rock': 16}
P830	si856	{'scissor': 224, 'paper': 260, 'rock': 235}	{'scissor': 151, 'paper': 3, 'rock': 0}
P143	hw150	{'scissor': 67, 'paper': 233, 'rock': 245}	{'scissor': 42, 'paper': 72, 'rock': 130}
P742	vk778	{'scissor': 108, 'paper': 174, 'rock': 248}	{'scissor': 12, 'paper': 31, 'rock': 115}
P380	fb717	{'scissor': 227, 'paper': 257, 'rock': 234}	{'scissor': 116, 'paper': 108, 'rock': 27}
P755	db918	{'scissor': 224, 'paper': 78, 'rock': 38}	{'scissor': 40, 'paper': 10, 'rock': 10}
P900	sl238	{'scissor': 129, 'paper': 36, 'rock': 303}	{'scissor': 34, 'paper': 1, 'rock': 114}
P484	kp634	{'scissor': 133, 'paper': 111, 'rock': 163}	{'scissor': 23, 'paper': 58, 'rock': 33}
P628	lu556	{'scissor': 181, 'paper': 268, 'rock': 70}	{'scissor': 157, 'paper': 130, 'rock': 41}
P998	qg949	{'scissor': 105, 'paper': 120, 'rock': 174}	{'scissor': 63, 'paper': 48, 'rock': 30}
P428	at875	{'scissor': 167, 'paper': 260, 'rock': 66}	{'scissor': 0, 'paper': 138, 'rock': 22}
P089	ax554	{'scissor': 128, 'paper': 29, 'rock': 205}	{'scissor': 61, 'paper': 6, 'rock': 0}
P431	rb489	{'scissor': 166, 'paper': 106, 'rock': 125}	{'scissor': 76, 'paper': 46, 'rock': 60}
